ID,EARK_ID,Type,Level,Path,Section,XPath,Description,Cardinality,Datatype,Name,Obligation,Vocabulary,Covered by XSD,Cardinality XSD
MSIP234,,General,Representation,/metadata/preservation,preservation,,The `/preservation` directory MUST contain exactly one file: `premis.xml`.,,,,MUST,,,
MSIP235,,Attribute,Representation,/metadata/preservation/premis.xml,premis,`/premis:premis/@version`,This attribute signals which PREMIS version is being used.The attribute's value MUST be set to `3.0`.,1..1,,PREMIS version attribute,MUST,,Yes,
MSIP236,,Attribute,Representation,/metadata/preservation/premis.xml,premis,`/premis:premis/@xsi:schemaLocation`,"This attribute signals where to find the relevant XSD schema in order to validate the PREMIS file.When used, its value MUST be set to `""http://www.loc.gov/premis/v3 https://www.loc.gov/standards/premis/premis.xsd""` to signal conformance with PREMIS 3.0.",0..1,,Schema location declaration,SHOULD,,Yes,
MSIP237,,Element,Representation,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object`,A `premis:object` element MUST be defined for each representation and file of the representation level in the SIP.,1..*,,PREMIS object,MUST,,Yes,
MSIP238,,Attribute,Representation,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/@xsi:type`,"This attribute signals whether a PREMIS object is of type intellectual entity, representation or file.In the case of the `premis.xml` file of the representation level, this attribute's value MUST be set to `premis:representation` in the case of a representation object, and to `premis:file` in the case of a file object.",1..1,,Object type,MUST,,Yes,
MSIP239,,Element,Representation,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:objectIdentifier`,"This element contains object identifier information.There MUST be exactly one object identifier present with `premis:objectIdentifierType` set to `UUID`. This is the main identifier for the concerned representation or file, which uniquely identifies the concerned IE and establishes a link between the relevant preservation metadata in the `premis.xml` file and the descriptive metadata in the `dc*.xml` file, if any is present. There MAY be zero or more additional object identifiers of a different type.",1..*,,Object identifier,MUST,,Yes,
MSIP240,,Element,Representation,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:objectIdentifier/premis:objectIdentifierType`,"The type of the PREMIS object identifier being used.At least one identifier of type `UUID` MUST be defined in order to provide a unique identifier for each PREMIS object.This unique identifier is also used to link the concerned PREMIS object with the descriptive metadata in the `/metadata/descriptive/dc*.xml` file, if any is present.",1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary (e.g. [`PREMIS standard identifiers`](https://id.loc.gov/vocabulary/identifiers.html)),Object identifier type,MUST,`UUID``MEEMOO-LOCAL-ID`and all keys from [this list]({{ site.baseurl }}{% link docs/metadata/viaa/algemeen.md %}#mogelijke-sleutels).,Yes,
MSIP241,,Element,Representation,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:objectIdentifier/premis:objectIdentifierValue`,The actual value that makes up the identifier of the PREMIS object.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string) (depending on the value of the `premis:objectIdentifierType`),Object identifier value,MUST,,Yes,
MSIP242,,Element,Representation,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship`,"Information about a relationship between the current object and one or more other objects. In the case of the `premis.xml` file of the representation level, this element MUST detail the relationships between the representation and IE on the one hand, and between the representation and file(s) on the other hand.",1..*,,PREMIS relationship,MUST,,Yes,
MSIP243,,Element,Representation,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relationshipType`,"A high-level categorization of the nature of the relationship.In the case of the `premis.xml` file of the representation level, this element's value MUST be set to `structural`.",1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Relationship type,MUST,,Yes,
MSIP244,,Attribute,Representation,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relationshipType/@authority`,"This attribute indicates the name of the authority/controlled vocabulary that is being used for the different relationship types. Its value MUST be set to `""relationshipType""`.",0..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Relationship type authority attribute,MAY,,Yes,
MSIP245,,Attribute,Representation,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relationshipType/@authorityURI`,"This attribute references the URI that contains the authority/controlled vocabulary. Its value MUST be set to `""http://id.loc.gov/vocabulary/preservation/relationshipType""`.",0..1,[URI]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#uri),Relationship type authority URI,MAY,,Yes,
MSIP246,,Attribute,Representation,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relationshipType/@valueURI`,"This attribute references the URI that contains the specific entry from the authority/controlled vocabulary.For the `structural` relationship type, this attribute's value MUST be set to `""http://id.loc.gov/vocabulary/preservation/relationshipType/str""`.",0..1,[URI]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#uri),Relationship type value URI,MAY,,Yes,
MSIP247,,Element,Representation,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relationshipSubType`,"A detailed categorization of the nature of the relationship.In the case of the `premis.xml` file of the representation level, this element's value MUST be set to `represents` when expressing the relationship between a representation and the IE it represents.When expressing the relationship between a representation and a file, this element's value MUST be set to `includes` when this relationship is expressed from the side of the representation (i.e. the representation is the subject of the relationship); when this relationship is expressed from the side of the file (i.e. the file is the subject of the relationship), this element's value MUST be set to `is included in`.",1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary,Relationship subtype,MUST,`represents``includes``is included in`,Yes,
MSIP248,,Attribute,Representation,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relationshipSubType/@authority`,"This attribute indicates the name of the authority/controlled vocabulary that is being used for the different relationship subtypes. Its value MUST be set to `""relationshipSubType""`.",0..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Relationship subtype authority attribute,MAY,,Yes,
MSIP249,,Attribute,Representation,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relationshipSubType/@authorityURI`,"This attribute references the URI that contains the authority/controlled vocabulary. Its value MUST be set to `""http://id.loc.gov/vocabulary/preservation/relationshipSubType""`.",0..1,[URI]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#uri),Relationship subtype authority URI,MAY,,Yes,
MSIP250,,Attribute,Representation,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relationshipSubType/@valueURI`,"This attribute references the URI that contains the specific entry from the authority/controlled vocabulary.If the `represents` relationship subtype is being used, this attribute's value MUST be set to `""http://id.loc.gov/vocabulary/preservation/relationshipSubType/rep""`.If the `includes` relationship subtype is being used, this attribute's value MUST be set to `""http://id.loc.gov/vocabulary/preservation/relationshipSubType/inc""`.If the `is included in` relationship subtype is being used, this attribute's value MUST be set to `""http://id.loc.gov/vocabulary/preservation/relationshipSubType/isi""`",0..1,[URI]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#uri); fixed vocabulary,Relationship subtype value URI,MAY,"`""http://id.loc.gov/vocabulary/preservation/relationshipSubType/rep""``""http://id.loc.gov/vocabulary/preservation/relationshipSubType/inc""``""http://id.loc.gov/vocabulary/preservation/relationshipSubType/isi""`",Yes,
MSIP251,,Element,Representation,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relatedObjectIdentifier`,This element references the object of the relationship that is expressed.,1..*,,Related object identifier,MUST,,Yes,
MSIP252,,Element,Representation,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relatedObjectIdentifier/premis:relatedObjectIdentifierType`,The type of the PREMIS related object identifier being used.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary (e.g. [`PREMIS standard identifiers`](https://id.loc.gov/vocabulary/identifiers.html)),Related object identifier type,MUST,`ID``UUID`...,Yes,
MSIP253,,Element,Representation,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relatedObjectIdentifier/premis:relatedObjectIdentifierValue`,The actual value that makes up the identifier of the PREMIS related object.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string) (depending on the value of the `premis:relatedObjectIdentifierType`),Related object identifier value,MUST,,Yes,
MSIP254,,Element,Representation,/metadata/preservation/premis.xml,premis,"`/premis:premis/premis:object[@xsi:type=""premis:file""]/premis:objectCharacteristics`","If the PREMIS object is of type file, this element MUST be used to further specify the various characteristics of the file object such as fixity, size and format information.",1..1,,Object characteristics,MUST,,No,PREMIS heeft 1..*
MSIP255,,Element,Representation,/metadata/preservation/premis.xml,premis,"`/premis:premis/premis:object[@xsi:type=""premis:file""]/premis:objectCharacteristics/premis:fixity`",This element contains the fixity information of the PREMIS file object. It encapsulates the message digest algorithm that is being used and its value.,1..1,,Fixity,MUST,,No,PREMIS heeft 0..*
MSIP256,,Element,Representation,/metadata/preservation/premis.xml,premis,"`/premis:premis/premis:object[@xsi:type=""premis:file""]/premis:objectCharacteristics/premis:fixity/premis:messageDigestAlgorithm`",This element details which algorithm is used to construct the message digest for the digital file object present.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary,Message digest algorithm,MUST,`MD5`,Yes,
MSIP257,,Attribute,Representation,/metadata/preservation/premis.xml,premis,"`/premis:premis/premis:object[@xsi:type=""premis:file""]/premis:objectCharacteristics/premis:fixity/premis:messageDigestAlgorithm/@authority`","This attribute indicates the name of the authority/controlled vocabulary that is being used for the different message digest algorithms. Its value MUST be set to `""cryptographicHashFunctions""`.",0..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Message digest algorithm authority attribute,MAY,,Yes,
MSIP258,,Attribute,Representation,/metadata/preservation/premis.xml,premis,"`/premis:premis/premis:object[@xsi:type=""premis:file""]/premis:objectCharacteristics/premis:fixity/premis:messageDigestAlgorithm/@authorityURI`","This attribute references the URI that contains the authority/controlled vocabulary. Its value MUST be set to `""http://id.loc.gov/vocabulary/preservation/cryptographicHashFunctions""`.",0..1,[URI]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#uri),Message digest algorithm authority URI,MAY,,Yes,
MSIP259,,Attribute,Representation,/metadata/preservation/premis.xml,premis,"`/premis:premis/premis:object[@xsi:type=""premis:file""]/premis:objectCharacteristics/premis:fixity/premis:messageDigestAlgorithm/@valueURI`",This attribute references the URI that contains the specific entry from the authority/controlled vocabulary.,0..1,[URI]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#uri),Message digest algorithm value URI,MAY,`http://id.loc.gov/vocabulary/preservation/cryptographicHashFunctions/md5`,Yes,
MSIP260,,Element,Representation,/metadata/preservation/premis.xml,premis,"`/premis:premis/premis:object[@xsi:type=""premis:file""]/premis:objectCharacteristics/premis:fixity/premis:messageDigest`",This element contains the actual value calculated message digest algorithm specified in the `premis:messageDigestAlgorithm` element.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Message digest,MUST,,Yes,
MSIP261,,Element,Representation,/metadata/preservation/premis.xml,premis,"`/premis:premis/premis:object[@xsi:type=""premis:file""]/premis:objectCharacteristics/premis:size`",The size of the file object. This MUST be expressed in bytes.,1..1,Integer,File size,MUST,,No,PREMIS heeft 0..1
MSIP262,,Element,Representation,/metadata/preservation/premis.xml,premis,"`/premis:premis/premis:object[@xsi:type=""premis:file""]/premis:objectCharacteristics/premis:format`",This element contains information about the format of the file object. At least one of `premis:formatDesignation` or `premis:formatRegistry` MUST be present.,1..1,,File format identification,MUST,,Yes,
MSIP263,,Element,Representation,/metadata/preservation/premis.xml,premis,"`/premis:premis/premis:object[@xsi:type=""premis:file""]/premis:objectCharacteristics/premis:format/premis:formatDesignation`",This element contains an identification of the format of the file object.,0..1,,File format designation,SHOULD,,Yes,Designation en/of Registry MOET aanwezig zijn
MSIP264,,Element,Representation,/metadata/preservation/premis.xml,premis,"`/premis:premis/premis:object[@xsi:type=""premis:file""]/premis:objectCharacteristics/premis:format/premis:formatDesignation/premis:formatName`",A commonly accepted name for the file format.,1..1,"[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary (from a format or technical registry, e.g. [PRONOM](https://www.nationalarchives.gov.uk/PRONOM/Default.aspx))",File format name,MUST,,Yes,
MSIP265,,Element,Representation,/metadata/preservation/premis.xml,premis,"`/premis:premis/premis:object[@xsi:type=""premis:file""]/premis:objectCharacteristics/premis:format/premis:formatDesignation/premis:formatVersion`",The version of the format named in `premis:formatName`.,0..1,,File format version,MAY,,Yes,
MSIP266,,Element,Representation,/metadata/preservation/premis.xml,premis,"`/premis:premis/premis:object[@xsi:type=""premis:file""]/premis:objectCharacteristics/premis:format/premis:formatRegistry`",This element identifies and/or gives further information about the file format by referencing an entry in a format registry (e.g. [PRONOM](https://www.nationalarchives.gov.uk/PRONOM/Default.aspx)).,0..1,,Format registry,SHOULD,,Yes,Designation en/of Registry MOET aanwezig zijn
MSIP267,,Element,Representation,/metadata/preservation/premis.xml,premis,"`/premis:premis/premis:object[@xsi:type=""premis:file""]/premis:objectCharacteristics/premis:format/premis:formatRegistry/premis:formatRegistryName`",Name of the referenced format registry,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Format registry name,MUST,,Yes,
MSIP268,,Element,Representation,/metadata/preservation/premis.xml,premis,"`/premis:premis/premis:object[@xsi:type=""premis:file""]/premis:objectCharacteristics/premis:format/premis:formatRegistry/premis:formatRegistryKey`",Unique key that is used by the format registry for the concerned file format.,1..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),Format registry key,MUST,,Yes,
MSIP269,,Element,Representation,/metadata/preservation/premis.xml,premis,"`/premis:premis/premis:object[@xsi:type=""premis:file""]/premis:objectCharacteristics/premis:format/premis:formatRegistry/premis:formatRegistryRole`",The purpose or expected use of the format registry. This MUST be set to `specification`.,1..1,,Format registry role,MUST,,No,PREMIS heeft 0..*
MSIP270,,Element,Representation,/metadata/preservation/premis.xml,premis,"`/premis:premis/premis:object[@xsi:type=""premis:file""]/premis:objectCharacteristics/premis:format/premis:formatRegistry/premis:formatRegistryRole/@authority`","This attribute indicates the name of the authority/controlled vocabulary that is being used. Its value MUST be set to `""http://id.loc.gov/vocabulary/preservation/formatRegistryRole""`.",0..1,[URI]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#uri),Format registry role authority,MAY,,Yes,
MSIP271,,Element,Representation,/metadata/preservation/premis.xml,premis,"`/premis:premis/premis:object[@xsi:type=""premis:file""]/premis:objectCharacteristics/premis:format/premis:formatRegistry/premis:formatRegistryRole/@valueURI`","This attribute references the URI that contains the specific entry from the authority/controlled vocabulary.This attribute's value MUST be set to `""http://id.loc.gov/vocabulary/preservation/formatRegistryRole/spe""`.",0..1,[URI]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#uri),Format registry role value URI,MAY,,Yes,
MSIP272,,Element,Representation,/metadata/preservation/premis.xml,premis,"`/premis:premis/premis:object[@xsi:type=""premis:file""]/premis:originalName`","This element contains the original name of the file object, including its extension.",1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Original filename,MUST,,No,PREMIS heeft 0..1
